comuna,rango_etario,sexo,junta_discapacidad,barrio,total,cud_activos,cud_vencidos
1,"0-5 Primera infancia",FEMENINO,Auditiva,Constitucion,1,1,0
1,"0-5 Primera infancia",FEMENINO,Auditiva,Retiro,1,1,0
1,"0-5 Primera infancia",FEMENINO,Auditiva,San Nicolas,1,0,1
1,"0-5 Primera infancia",FEMENINO,Mental,Constitucion,13,13,0
1,"0-5 Primera infancia",FEMENINO,Mental,Monserrat,10,9,1
1,"0-5 Primera infancia",FEMENINO,Mental,Retiro,8,8,0
1,"0-5 Primera infancia",FEMENINO,Mental,San Nicolas,15,15,0
1,"0-5 Primera infancia",FEMENINO,Mental,San Telmo,2,2,0
1,"0-5 Primera infancia",FEMENINO,Mixta,Constitucion,3,3,0
1,"0-5 Primera infancia",FEMENINO,Mixta,Monserrat,2,2,0
1,"0-5 Primera infancia",FEMENINO,Mixta,Retiro,1,1,0
1,"0-5 Primera infancia",FEMENINO,Mixta,San Nicolas,2,2,0
1,"0-5 Primera infancia",FEMENINO,Motora,Monserrat,1,1,0
1,"0-5 Primera infancia",FEMENINO,Motora,Retiro,1,1,0
1,"0-5 Primera infancia",FEMENINO,Motora,San Nicolas,1,1,0
1,"0-5 Primera infancia",FEMENINO,Visceral,Constitucion,2,2,0
1,"0-5 Primera infancia",FEMENINO,Visual,Constitucion,1,1,0
1,"0-5 Primera infancia",FEMENINO,Visual,San Telmo,1,1,0
1,"0-5 Primera infancia",MASCULINO,Auditiva,Monserrat,2,2,0
1,"0-5 Primera infancia",MASCULINO,Auditiva,Retiro,1,1,0
1,"0-5 Primera infancia",MASCULINO,Auditiva,San Nicolas,3,2,1
1,"0-5 Primera infancia",MASCULINO,Mental,Constitucion,41,40,1
1,"0-5 Primera infancia",MASCULINO,Mental,Monserrat,37,37,0
1,"0-5 Primera infancia",MASCULINO,Mental,Retiro,20,20,0
1,"0-5 Primera infancia",MASCULINO,Mental,San Nicolas,15,15,0
1,"0-5 Primera infancia",MASCULINO,Mental,San Telmo,11,11,0
1,"0-5 Primera infancia",MASCULINO,Mixta,Constitucion,6,6,0
1,"0-5 Primera infancia",MASCULINO,Mixta,Monserrat,5,5,0
1,"0-5 Primera infancia",MASCULINO,Mixta,Retiro,2,2,0
1,"0-5 Primera infancia",MASCULINO,Mixta,San Nicolas,4,4,0
1,"0-5 Primera infancia",MASCULINO,Mixta,San Telmo,1,1,0
1,"0-5 Primera infancia",MASCULINO,Motora,Constitucion,2,2,0
1,"0-5 Primera infancia",MASCULINO,Motora,Monserrat,1,1,0
1,"0-5 Primera infancia",MASCULINO,Motora,Retiro,2,2,0
1,"0-5 Primera infancia",MASCULINO,Visceral,Retiro,2,2,0
1,"0-5 Primera infancia",MASCULINO,Visceral,San Nicolas,2,2,0
1,"0-5 Primera infancia",MASCULINO,Visual,Constitucion,1,1,0
1,"0-5 Primera infancia",MASCULINO,Visual,Monserrat,1,1,0
1,18-64 Adulto,FEMENINO,Auditiva,Constitucion,41,41,0
1,18-64 Adulto,FEMENINO,Auditiva,Monserrat,47,45,2
1,18-64 Adulto,FEMENINO,Auditiva,Puerto Madero,2,2,0
1,18-64 Adulto,FEMENINO,Auditiva,Retiro,35,34,1
1,18-64 Adulto,FEMENINO,Auditiva,San Nicolas,33,31,2
1,18-64 Adulto,FEMENINO,Auditiva,San Telmo,31,30,1
1,18-64 Adulto,FEMENINO,Mental,Constitucion,281,266,15
1,18-64 Adulto,FEMENINO,Mental,Monserrat,139,132,7
1,18-64 Adulto,FEMENINO,Mental,Puerto Madero,2,2,0
1,18-64 Adulto,FEMENINO,Mental,Retiro,108,105,3
1,18-64 Adulto,FEMENINO,Mental,San Nicolas,118,109,9
1,18-64 Adulto,FEMENINO,Mental,San Telmo,86,82,4
1,18-64 Adulto,FEMENINO,Mixta,Constitucion,67,64,3
1,18-64 Adulto,FEMENINO,Mixta,Monserrat,50,46,4
1,18-64 Adulto,FEMENINO,Mixta,Puerto Madero,5,4,1
1,18-64 Adulto,FEMENINO,Mixta,Retiro,39,35,4
1,18-64 Adulto,FEMENINO,Mixta,San Nicolas,30,29,1
1,18-64 Adulto,FEMENINO,Mixta,San Telmo,24,21,3
1,18-64 Adulto,FEMENINO,Motora,Constitucion,159,152,7
1,18-64 Adulto,FEMENINO,Motora,Monserrat,117,111,6
1,18-64 Adulto,FEMENINO,Motora,Puerto Madero,4,4,0
1,18-64 Adulto,FEMENINO,Motora,Retiro,62,58,4
1,18-64 Adulto,FEMENINO,Motora,San Nicolas,91,86,5
1,18-64 Adulto,FEMENINO,Motora,San Telmo,72,70,2
1,18-64 Adulto,FEMENINO,Visceral,Constitucion,55,54,1
1,18-64 Adulto,FEMENINO,Visceral,Monserrat,26,24,2
1,18-64 Adulto,FEMENINO,Visceral,Puerto Madero,3,3,0
1,18-64 Adulto,FEMENINO,Visceral,Retiro,15,14,1
1,18-64 Adulto,FEMENINO,Visceral,San Nicolas,30,27,3
1,18-64 Adulto,FEMENINO,Visceral,San Telmo,22,21,1
1,18-64 Adulto,FEMENINO,Visual,Constitucion,59,57,2
1,18-64 Adulto,FEMENINO,Visual,Monserrat,26,26,0
1,18-64 Adulto,FEMENINO,Visual,Puerto Madero,1,1,0
1,18-64 Adulto,FEMENINO,Visual,Retiro,20,20,0
1,18-64 Adulto,FEMENINO,Visual,San Nicolas,27,27,0
1,18-64 Adulto,FEMENINO,Visual,San Telmo,10,10,0
1,18-64 Adulto,MASCULINO,Auditiva,Constitucion,44,42,2
1,18-64 Adulto,MASCULINO,Auditiva,Monserrat,47,47,0
1,18-64 Adulto,MASCULINO,Auditiva,Puerto Madero,3,3,0
1,18-64 Adulto,MASCULINO,Auditiva,Retiro,19,19,0
1,18-64 Adulto,MASCULINO,Auditiva,San Nicolas,28,28,0
1,18-64 Adulto,MASCULINO,Auditiva,San Telmo,26,26,0
1,18-64 Adulto,MASCULINO,Mental,Constitucion,308,295,13
1,18-64 Adulto,MASCULINO,Mental,Monserrat,194,186,8
1,18-64 Adulto,MASCULINO,Mental,Puerto Madero,6,6,0
1,18-64 Adulto,MASCULINO,Mental,Retiro,154,143,11
1,18-64 Adulto,MASCULINO,Mental,San Nicolas,169,157,12
1,18-64 Adulto,MASCULINO,Mental,San Telmo,139,130,9
1,18-64 Adulto,MASCULINO,Mixta,Constitucion,76,72,4
1,18-64 Adulto,MASCULINO,Mixta,Monserrat,62,59,3
1,18-64 Adulto,MASCULINO,Mixta,Puerto Madero,2,2,0
1,18-64 Adulto,MASCULINO,Mixta,Retiro,45,44,1
1,18-64 Adulto,MASCULINO,Mixta,San Nicolas,50,48,2
1,18-64 Adulto,MASCULINO,Mixta,San Telmo,23,21,2
1,18-64 Adulto,MASCULINO,Motora,Constitucion,167,160,7
1,18-64 Adulto,MASCULINO,Motora,Monserrat,112,107,5
1,18-64 Adulto,MASCULINO,Motora,Puerto Madero,4,4,0
1,18-64 Adulto,MASCULINO,Motora,Retiro,77,73,4
1,18-64 Adulto,MASCULINO,Motora,San Nicolas,99,95,4
1,18-64 Adulto,MASCULINO,Motora,San Telmo,65,62,3
1,18-64 Adulto,MASCULINO,Visceral,Constitucion,59,58,1
1,18-64 Adulto,MASCULINO,Visceral,Monserrat,33,28,5
1,18-64 Adulto,MASCULINO,Visceral,Puerto Madero,5,5,0
1,18-64 Adulto,MASCULINO,Visceral,Retiro,24,21,3
1,18-64 Adulto,MASCULINO,Visceral,San Nicolas,33,31,2
1,18-64 Adulto,MASCULINO,Visceral,San Telmo,27,24,3
1,18-64 Adulto,MASCULINO,Visual,Constitucion,52,52,0
1,18-64 Adulto,MASCULINO,Visual,Monserrat,21,21,0
1,18-64 Adulto,MASCULINO,Visual,Puerto Madero,1,1,0
1,18-64 Adulto,MASCULINO,Visual,Retiro,19,19,0
1,18-64 Adulto,MASCULINO,Visual,San Nicolas,21,21,0
1,18-64 Adulto,MASCULINO,Visual,San Telmo,24,24,0
1,18-64 Adulto,NO BINARIE,Mental,Constitucion,2,2,0
1,18-64 Adulto,NO BINARIE,Mental,Monserrat,1,1,0
1,18-64 Adulto,NO BINARIE,Mental,Retiro,1,1,0
1,6-17 Pediátrico,FEMENINO,Auditiva,Constitucion,7,7,0
1,6-17 Pediátrico,FEMENINO,Auditiva,Monserrat,4,4,0
1,6-17 Pediátrico,FEMENINO,Auditiva,Retiro,4,4,0
1,6-17 Pediátrico,FEMENINO,Auditiva,San Nicolas,2,2,0
1,6-17 Pediátrico,FEMENINO,Auditiva,San Telmo,2,2,0
1,6-17 Pediátrico,FEMENINO,Mental,Constitucion,108,104,4
1,6-17 Pediátrico,FEMENINO,Mental,Monserrat,81,72,9
1,6-17 Pediátrico,FEMENINO,Mental,Puerto Madero,7,7,0
1,6-17 Pediátrico,FEMENINO,Mental,Retiro,43,40,3
1,6-17 Pediátrico,FEMENINO,Mental,San Nicolas,53,48,5
1,6-17 Pediátrico,FEMENINO,Mental,San Telmo,37,35,2
1,6-17 Pediátrico,FEMENINO,Mixta,Constitucion,15,15,0
1,6-17 Pediátrico,FEMENINO,Mixta,Monserrat,11,11,0
1,6-17 Pediátrico,FEMENINO,Mixta,Retiro,10,10,0
1,6-17 Pediátrico,FEMENINO,Mixta,San Nicolas,6,6,0
1,6-17 Pediátrico,FEMENINO,Mixta,San Telmo,7,6,1
1,6-17 Pediátrico,FEMENINO,Motora,Constitucion,5,5,0
1,6-17 Pediátrico,FEMENINO,Motora,Monserrat,7,6,1
1,6-17 Pediátrico,FEMENINO,Motora,Retiro,1,1,0
1,6-17 Pediátrico,FEMENINO,Motora,San Nicolas,4,4,0
1,6-17 Pediátrico,FEMENINO,Motora,San Telmo,1,1,0
1,6-17 Pediátrico,FEMENINO,Visceral,Constitucion,2,1,1
1,6-17 Pediátrico,FEMENINO,Visceral,Monserrat,4,4,0
1,6-17 Pediátrico,FEMENINO,Visceral,Retiro,2,0,2
1,6-17 Pediátrico,FEMENINO,Visceral,San Nicolas,2,1,1
1,6-17 Pediátrico,FEMENINO,Visual,Monserrat,1,1,0
1,6-17 Pediátrico,FEMENINO,Visual,Retiro,3,3,0
1,6-17 Pediátrico,FEMENINO,Visual,San Nicolas,3,2,1
1,6-17 Pediátrico,MASCULINO,Auditiva,Constitucion,6,6,0
1,6-17 Pediátrico,MASCULINO,Auditiva,Monserrat,3,2,1
1,6-17 Pediátrico,MASCULINO,Auditiva,Retiro,3,2,1
1,6-17 Pediátrico,MASCULINO,Auditiva,San Telmo,1,1,0
1,6-17 Pediátrico,MASCULINO,Mental,Constitucion,285,274,11
1,6-17 Pediátrico,MASCULINO,Mental,Monserrat,197,188,9
1,6-17 Pediátrico,MASCULINO,Mental,Puerto Madero,14,12,2
1,6-17 Pediátrico,MASCULINO,Mental,Retiro,118,115,3
1,6-17 Pediátrico,MASCULINO,Mental,San Nicolas,161,146,15
1,6-17 Pediátrico,MASCULINO,Mental,San Telmo,119,111,8
1,6-17 Pediátrico,MASCULINO,Mixta,Constitucion,20,19,1
1,6-17 Pediátrico,MASCULINO,Mixta,Monserrat,17,17,0
1,6-17 Pediátrico,MASCULINO,Mixta,Puerto Madero,1,1,0
1,6-17 Pediátrico,MASCULINO,Mixta,Retiro,11,11,0
1,6-17 Pediátrico,MASCULINO,Mixta,San Nicolas,18,16,2
1,6-17 Pediátrico,MASCULINO,Mixta,San Telmo,6,5,1
1,6-17 Pediátrico,MASCULINO,Motora,Constitucion,7,6,1
1,6-17 Pediátrico,MASCULINO,Motora,Monserrat,2,2,0
1,6-17 Pediátrico,MASCULINO,Motora,Retiro,3,3,0
1,6-17 Pediátrico,MASCULINO,Motora,San Nicolas,4,4,0
1,6-17 Pediátrico,MASCULINO,Motora,San Telmo,2,2,0
1,6-17 Pediátrico,MASCULINO,Visceral,Monserrat,4,3,1
1,6-17 Pediátrico,MASCULINO,Visceral,Puerto Madero,1,1,0
1,6-17 Pediátrico,MASCULINO,Visceral,Retiro,2,2,0
1,6-17 Pediátrico,MASCULINO,Visceral,San Telmo,2,2,0
1,6-17 Pediátrico,MASCULINO,Visual,Constitucion,3,3,0
1,6-17 Pediátrico,MASCULINO,Visual,Monserrat,2,2,0
1,6-17 Pediátrico,MASCULINO,Visual,Retiro,2,2,0
1,6-17 Pediátrico,MASCULINO,Visual,San Nicolas,5,5,0
1,6-17 Pediátrico,MASCULINO,Visual,San Telmo,1,1,0
1,65+ Personas mayores,FEMENINO,Auditiva,Constitucion,118,114,4
1,65+ Personas mayores,FEMENINO,Auditiva,Monserrat,117,109,8
1,65+ Personas mayores,FEMENINO,Auditiva,Puerto Madero,10,9,1
1,65+ Personas mayores,FEMENINO,Auditiva,Retiro,192,179,13
1,65+ Personas mayores,FEMENINO,Auditiva,San Nicolas,106,98,8
1,65+ Personas mayores,FEMENINO,Auditiva,San Telmo,75,72,3
1,65+ Personas mayores,FEMENINO,Mental,Constitucion,101,88,13
1,65+ Personas mayores,FEMENINO,Mental,Monserrat,73,63,10
1,65+ Personas mayores,FEMENINO,Mental,Puerto Madero,4,3,1
1,65+ Personas mayores,FEMENINO,Mental,Retiro,87,80,7
1,65+ Personas mayores,FEMENINO,Mental,San Nicolas,60,58,2
1,65+ Personas mayores,FEMENINO,Mental,San Telmo,38,32,6
1,65+ Personas mayores,FEMENINO,Mixta,Constitucion,153,131,22
1,65+ Personas mayores,FEMENINO,Mixta,Monserrat,129,114,15
1,65+ Personas mayores,FEMENINO,Mixta,Puerto Madero,6,4,2
1,65+ Personas mayores,FEMENINO,Mixta,Retiro,212,191,21
1,65+ Personas mayores,FEMENINO,Mixta,San Nicolas,131,114,17
1,65+ Personas mayores,FEMENINO,Mixta,San Telmo,80,76,4
1,65+ Personas mayores,FEMENINO,Motora,Constitucion,174,157,17
1,65+ Personas mayores,FEMENINO,Motora,Monserrat,145,136,9
1,65+ Personas mayores,FEMENINO,Motora,Puerto Madero,8,8,0
1,65+ Personas mayores,FEMENINO,Motora,Retiro,176,163,13
1,65+ Personas mayores,FEMENINO,Motora,San Nicolas,141,125,16
1,65+ Personas mayores,FEMENINO,Motora,San Telmo,99,91,8
1,65+ Personas mayores,FEMENINO,Visceral,Constitucion,40,37,3
1,65+ Personas mayores,FEMENINO,Visceral,Monserrat,31,29,2
1,65+ Personas mayores,FEMENINO,Visceral,Puerto Madero,1,1,0
1,65+ Personas mayores,FEMENINO,Visceral,Retiro,29,24,5
1,65+ Personas mayores,FEMENINO,Visceral,San Nicolas,28,24,4
1,65+ Personas mayores,FEMENINO,Visceral,San Telmo,14,12,2
1,65+ Personas mayores,FEMENINO,Visual,Constitucion,50,46,4
1,65+ Personas mayores,FEMENINO,Visual,Monserrat,31,31,0
1,65+ Personas mayores,FEMENINO,Visual,Retiro,36,34,2
1,65+ Personas mayores,FEMENINO,Visual,San Nicolas,32,32,0
1,65+ Personas mayores,FEMENINO,Visual,San Telmo,27,27,0
1,65+ Personas mayores,MASCULINO,Auditiva,Constitucion,112,107,5
1,65+ Personas mayores,MASCULINO,Auditiva,Monserrat,90,84,6
1,65+ Personas mayores,MASCULINO,Auditiva,Puerto Madero,15,15,0
1,65+ Personas mayores,MASCULINO,Auditiva,Retiro,160,151,9
1,65+ Personas mayores,MASCULINO,Auditiva,San Nicolas,118,112,6
1,65+ Personas mayores,MASCULINO,Auditiva,San Telmo,53,47,6
1,65+ Personas mayores,MASCULINO,Mental,Constitucion,51,44,7
1,65+ Personas mayores,MASCULINO,Mental,Monserrat,31,28,3
1,65+ Personas mayores,MASCULINO,Mental,Puerto Madero,3,3,0
1,65+ Personas mayores,MASCULINO,Mental,Retiro,38,33,5
1,65+ Personas mayores,MASCULINO,Mental,San Nicolas,30,27,3
1,65+ Personas mayores,MASCULINO,Mental,San Telmo,19,18,1
1,65+ Personas mayores,MASCULINO,Mixta,Constitucion,86,76,10
1,65+ Personas mayores,MASCULINO,Mixta,Monserrat,77,73,4
1,65+ Personas mayores,MASCULINO,Mixta,Puerto Madero,9,7,2
1,65+ Personas mayores,MASCULINO,Mixta,Retiro,152,136,16
1,65+ Personas mayores,MASCULINO,Mixta,San Nicolas,122,109,13
1,65+ Personas mayores,MASCULINO,Mixta,San Telmo,63,54,9
1,65+ Personas mayores,MASCULINO,Motora,Constitucion,136,120,16
1,65+ Personas mayores,MASCULINO,Motora,Monserrat,96,85,11
1,65+ Personas mayores,MASCULINO,Motora,Puerto Madero,12,12,0
1,65+ Personas mayores,MASCULINO,Motora,Retiro,113,102,11
1,65+ Personas mayores,MASCULINO,Motora,San Nicolas,118,100,18
1,65+ Personas mayores,MASCULINO,Motora,San Telmo,93,82,11
1,65+ Personas mayores,MASCULINO,Visceral,Constitucion,66,57,9
1,65+ Personas mayores,MASCULINO,Visceral,Monserrat,45,41,4
1,65+ Personas mayores,MASCULINO,Visceral,Puerto Madero,9,6,3
1,65+ Personas mayores,MASCULINO,Visceral,Retiro,41,37,4
1,65+ Personas mayores,MASCULINO,Visceral,San Nicolas,56,50,6
1,65+ Personas mayores,MASCULINO,Visceral,San Telmo,26,21,5
1,65+ Personas mayores,MASCULINO,Visual,Constitucion,30,29,1
1,65+ Personas mayores,MASCULINO,Visual,Monserrat,31,30,1
1,65+ Personas mayores,MASCULINO,Visual,Puerto Madero,1,1,0
1,65+ Personas mayores,MASCULINO,Visual,Retiro,24,21,3
1,65+ Personas mayores,MASCULINO,Visual,San Nicolas,32,30,2
1,65+ Personas mayores,MASCULINO,Visual,San Telmo,16,15,1
2,"0-5 Primera infancia",FEMENINO,Mental,Recoleta,23,23,0
2,"0-5 Primera infancia",FEMENINO,Mixta,Recoleta,9,9,0
2,"0-5 Primera infancia",FEMENINO,Motora,Recoleta,2,2,0
2,"0-5 Primera infancia",FEMENINO,Visceral,Recoleta,2,2,0
2,"0-5 Primera infancia",FEMENINO,Visual,Recoleta,1,1,0
2,"0-5 Primera infancia",MASCULINO,Auditiva,Recoleta,3,3,0
2,"0-5 Primera infancia",MASCULINO,Mental,Recoleta,48,47,1
2,"0-5 Primera infancia",MASCULINO,Mixta,Recoleta,9,8,1
2,"0-5 Primera infancia",MASCULINO,Motora,Recoleta,2,2,0
2,"0-5 Primera infancia",MASCULINO,Visceral,Recoleta,4,4,0
2,"0-5 Primera infancia",MASCULINO,Visual,Recoleta,1,1,0
2,18-64 Adulto,FEMENINO,Auditiva,Recoleta,126,121,5
2,18-64 Adulto,FEMENINO,Mental,Recoleta,452,432,20
2,18-64 Adulto,FEMENINO,Mixta,Recoleta,129,126,3
2,18-64 Adulto,FEMENINO,Motora,Recoleta,280,266,14
2,18-64 Adulto,FEMENINO,Visceral,Recoleta,91,84,7
2,18-64 Adulto,FEMENINO,Visual,Recoleta,40,38,2
2,18-64 Adulto,MASCULINO,Auditiva,Recoleta,99,96,3
2,18-64 Adulto,MASCULINO,Mental,Recoleta,548,525,23
2,18-64 Adulto,MASCULINO,Mixta,Recoleta,145,139,6
2,18-64 Adulto,MASCULINO,Motora,Recoleta,217,210,7
2,18-64 Adulto,MASCULINO,Visceral,Recoleta,84,80,4
2,18-64 Adulto,MASCULINO,Visual,Recoleta,44,41,3
2,6-17 Pediátrico,FEMENINO,Auditiva,Recoleta,12,11,1
2,6-17 Pediátrico,FEMENINO,Mental,Recoleta,189,180,9
2,6-17 Pediátrico,FEMENINO,Mixta,Recoleta,47,46,1
2,6-17 Pediátrico,FEMENINO,Motora,Recoleta,8,6,2
2,6-17 Pediátrico,FEMENINO,Visceral,Recoleta,4,4,0
2,6-17 Pediátrico,FEMENINO,Visual,Recoleta,1,1,0
2,6-17 Pediátrico,MASCULINO,Auditiva,Recoleta,11,10,1
2,6-17 Pediátrico,MASCULINO,Mental,Recoleta,494,472,22
2,6-17 Pediátrico,MASCULINO,Mixta,Recoleta,52,48,4
2,6-17 Pediátrico,MASCULINO,Motora,Recoleta,10,10,0
2,6-17 Pediátrico,MASCULINO,Visceral,Recoleta,6,6,0
2,6-17 Pediátrico,MASCULINO,Visual,Recoleta,3,3,0
2,65+ Personas mayores,FEMENINO,Auditiva,Recoleta,876,836,40
2,65+ Personas mayores,FEMENINO,Mental,Recoleta,473,430,43
2,65+ Personas mayores,FEMENINO,Mixta,Recoleta,1104,944,160
2,65+ Personas mayores,FEMENINO,Motora,Recoleta,759,702,57
2,65+ Personas mayores,FEMENINO,Visceral,Recoleta,167,145,22
2,65+ Personas mayores,FEMENINO,Visual,Recoleta,149,141,8
2,65+ Personas mayores,MASCULINO,Auditiva,Recoleta,623,593,30
2,65+ Personas mayores,MASCULINO,Mental,Recoleta,199,168,31
2,65+ Personas mayores,MASCULINO,Mixta,Recoleta,603,509,94
2,65+ Personas mayores,MASCULINO,Motora,Recoleta,476,426,50
2,65+ Personas mayores,MASCULINO,Visceral,Recoleta,180,156,24
2,65+ Personas mayores,MASCULINO,Visual,Recoleta,68,62,6
3,"0-5 Primera infancia",FEMENINO,Auditiva,Balvanera,2,2,0
3,"0-5 Primera infancia",FEMENINO,Auditiva,San Cristobal,2,2,0
3,"0-5 Primera infancia",FEMENINO,Mental,Balvanera,30,30,0
3,"0-5 Primera infancia",FEMENINO,Mental,San Cristobal,7,7,0
3,"0-5 Primera infancia",FEMENINO,Mixta,Balvanera,15,14,1
3,"0-5 Primera infancia",FEMENINO,Mixta,San Cristobal,3,2,1
3,"0-5 Primera infancia",FEMENINO,Motora,Balvanera,3,3,0
3,"0-5 Primera infancia",FEMENINO,Motora,San Cristobal,1,0,1
3,"0-5 Primera infancia",FEMENINO,Visceral,Balvanera,4,4,0
3,"0-5 Primera infancia",FEMENINO,Visceral,San Cristobal,1,1,0
3,"0-5 Primera infancia",FEMENINO,Visual,Balvanera,1,1,0
3,"0-5 Primera infancia",MASCULINO,Auditiva,Balvanera,2,1,1
3,"0-5 Primera infancia",MASCULINO,Mental,Balvanera,102,100,2
3,"0-5 Primera infancia",MASCULINO,Mental,San Cristobal,30,30,0
3,"0-5 Primera infancia",MASCULINO,Mixta,Balvanera,7,7,0
3,"0-5 Primera infancia",MASCULINO,Mixta,San Cristobal,8,8,0
3,"0-5 Primera infancia",MASCULINO,Motora,Balvanera,2,2,0
3,"0-5 Primera infancia",MASCULINO,Visceral,Balvanera,6,6,0
3,"0-5 Primera infancia",MASCULINO,Visual,San Cristobal,2,2,0
3,18-64 Adulto,FEMENINO,Auditiva,Balvanera,152,144,8
3,18-64 Adulto,FEMENINO,Auditiva,San Cristobal,45,44,1
3,18-64 Adulto,FEMENINO,Mental,Balvanera,564,546,18
3,18-64 Adulto,FEMENINO,Mental,San Cristobal,211,200,11
3,18-64 Adulto,FEMENINO,Mixta,Balvanera,144,136,8
3,18-64 Adulto,FEMENINO,Mixta,San Cristobal,72,69,3
3,18-64 Adulto,FEMENINO,Motora,Balvanera,355,328,27
3,18-64 Adulto,FEMENINO,Motora,San Cristobal,177,164,13
3,18-64 Adulto,FEMENINO,Visceral,Balvanera,94,86,8
3,18-64 Adulto,FEMENINO,Visceral,San Cristobal,39,38,1
3,18-64 Adulto,FEMENINO,Visual,Balvanera,77,76,1
3,18-64 Adulto,FEMENINO,Visual,San Cristobal,38,36,2
3,18-64 Adulto,MASCULINO,Auditiva,Balvanera,123,119,4
3,18-64 Adulto,MASCULINO,Auditiva,San Cristobal,55,54,1
3,18-64 Adulto,MASCULINO,Mental,Balvanera,689,654,35
3,18-64 Adulto,MASCULINO,Mental,San Cristobal,275,262,13
3,18-64 Adulto,MASCULINO,Mixta,Balvanera,162,152,10
3,18-64 Adulto,MASCULINO,Mixta,San Cristobal,75,73,2
3,18-64 Adulto,MASCULINO,Motora,Balvanera,347,322,25
3,18-64 Adulto,MASCULINO,Motora,San Cristobal,123,114,9
3,18-64 Adulto,MASCULINO,Visceral,Balvanera,120,110,10
3,18-64 Adulto,MASCULINO,Visceral,San Cristobal,40,37,3
3,18-64 Adulto,MASCULINO,Visual,Balvanera,96,91,5
3,18-64 Adulto,MASCULINO,Visual,San Cristobal,35,34,1
3,18-64 Adulto,NO BINARIE,Mental,Balvanera,1,1,0
3,18-64 Adulto,NO BINARIE,Mental,San Cristobal,1,1,0
3,6-17 Pediátrico,FEMENINO,Auditiva,Balvanera,16,15,1
3,6-17 Pediátrico,FEMENINO,Auditiva,San Cristobal,5,4,1
3,6-17 Pediátrico,FEMENINO,Mental,Balvanera,317,300,17
3,6-17 Pediátrico,FEMENINO,Mental,San Cristobal,122,117,5
3,6-17 Pediátrico,FEMENINO,Mixta,Balvanera,43,42,1
3,6-17 Pediátrico,FEMENINO,Mixta,San Cristobal,17,16,1
3,6-17 Pediátrico,FEMENINO,Motora,Balvanera,8,8,0
3,6-17 Pediátrico,FEMENINO,Motora,San Cristobal,11,10,1
3,6-17 Pediátrico,FEMENINO,Visceral,Balvanera,10,10,0
3,6-17 Pediátrico,FEMENINO,Visual,Balvanera,5,4,1
3,6-17 Pediátrico,FEMENINO,Visual,San Cristobal,2,2,0
3,6-17 Pediátrico,MASCULINO,Auditiva,Balvanera,13,13,0
3,6-17 Pediátrico,MASCULINO,Auditiva,San Cristobal,4,3,1
3,6-17 Pediátrico,MASCULINO,Mental,Balvanera,794,749,45
3,6-17 Pediátrico,MASCULINO,Mental,San Cristobal,328,308,20
3,6-17 Pediátrico,MASCULINO,Mixta,Balvanera,59,57,2
3,6-17 Pediátrico,MASCULINO,Mixta,San Cristobal,25,23,2
3,6-17 Pediátrico,MASCULINO,Motora,Balvanera,12,11,1
3,6-17 Pediátrico,MASCULINO,Motora,San Cristobal,6,6,0
3,6-17 Pediátrico,MASCULINO,Visceral,Balvanera,13,11,2
3,6-17 Pediátrico,MASCULINO,Visceral,San Cristobal,3,3,0
3,6-17 Pediátrico,MASCULINO,Visual,Balvanera,4,4,0
3,6-17 Pediátrico,MASCULINO,Visual,San Cristobal,2,2,0
3,65+ Personas mayores,FEMENINO,Auditiva,Balvanera,450,429,21
3,65+ Personas mayores,FEMENINO,Auditiva,San Cristobal,148,144,4
3,65+ Personas mayores,FEMENINO,Mental,Balvanera,255,233,22
3,65+ Personas mayores,FEMENINO,Mental,San Cristobal,89,80,9
3,65+ Personas mayores,FEMENINO,Mixta,Balvanera,592,518,74
3,65+ Personas mayores,FEMENINO,Mixta,San Cristobal,199,176,23
3,65+ Personas mayores,FEMENINO,Motora,Balvanera,543,495,48
3,65+ Personas mayores,FEMENINO,Motora,San Cristobal,240,222,18
3,65+ Personas mayores,FEMENINO,Visceral,Balvanera,85,78,7
3,65+ Personas mayores,FEMENINO,Visceral,San Cristobal,45,39,6
3,65+ Personas mayores,FEMENINO,Visual,Balvanera,114,110,4
3,65+ Personas mayores,FEMENINO,Visual,San Cristobal,52,51,1
3,65+ Personas mayores,MASCULINO,Auditiva,Balvanera,350,328,22
3,65+ Personas mayores,MASCULINO,Auditiva,San Cristobal,119,114,5
3,65+ Personas mayores,MASCULINO,Mental,Balvanera,116,110,6
3,65+ Personas mayores,MASCULINO,Mental,San Cristobal,48,41,7
3,65+ Personas mayores,MASCULINO,Mixta,Balvanera,297,257,40
3,65+ Personas mayores,MASCULINO,Mixta,San Cristobal,104,93,11
3,65+ Personas mayores,MASCULINO,Motora,Balvanera,330,292,38
3,65+ Personas mayores,MASCULINO,Motora,San Cristobal,168,149,19
3,65+ Personas mayores,MASCULINO,Visceral,Balvanera,150,130,20
3,65+ Personas mayores,MASCULINO,Visceral,San Cristobal,85,72,13
3,65+ Personas mayores,MASCULINO,Visual,Balvanera,102,97,5
3,65+ Personas mayores,MASCULINO,Visual,San Cristobal,36,35,1
4,"0-5 Primera infancia",FEMENINO,Auditiva,Barracas,2,2,0
4,"0-5 Primera infancia",FEMENINO,Mental,Barracas,10,10,0
4,"0-5 Primera infancia",FEMENINO,Mental,La Boca,15,15,0
4,"0-5 Primera infancia",FEMENINO,Mental,Nueva Pompeya,17,16,1
