comuna,rango_etario,sexo,junta_discapacidad,barrio,total,cud_activos,cud_vencidos
14,18-64 Adulto,MASCULINO,Mental,Palermo,717,694,23
14,18-64 Adulto,MASCULINO,Mixta,Palermo,194,190,4
14,18-64 Adulto,MASCULINO,Motora,Palermo,349,325,24
14,18-64 Adulto,MASCULINO,Visceral,Palermo,121,110,11
14,18-64 Adulto,MASCULINO,Visual,Palermo,51,47,4
14,18-64 Adulto,NO BINARIE,Mental,Palermo,1,1,0
14,18-64 Adulto,NO BINARIE,Mixta,Palermo,1,1,0
14,6-17 Pediátrico,FEMENINO,Auditiva,Palermo,14,14,0
14,6-17 Pediátrico,FEMENINO,Mental,Palermo,255,240,15
14,6-17 Pediátrico,FEMENINO,Mixta,Palermo,49,47,2
14,6-17 Pediátrico,FEMENINO,Motora,Palermo,16,16,0
14,6-17 Pediátrico,FEMENINO,Visceral,Palermo,9,9,0
14,6-17 Pediátrico,FEMENINO,Visual,Palermo,3,3,0
14,6-17 Pediátrico,MASCULINO,Auditiva,Palermo,17,16,1
14,6-17 Pediátrico,MASCULINO,Mental,Palermo,759,710,49
14,6-17 Pediátrico,MASCULINO,Mixta,Palermo,55,53,2
14,6-17 Pediátrico,MASCULINO,Motora,Palermo,10,10,0
14,6-17 Pediátrico,MASCULINO,Visceral,Palermo,12,11,1
14,6-17 Pediátrico,MASCULINO,Visual,Palermo,6,6,0
14,65+ Personas mayores,FEMENINO,Auditiva,Palermo,1108,1066,42
14,65+ Personas mayores,FEMENINO,Mental,Palermo,565,504,61
14,65+ Personas mayores,FEMENINO,Mixta,Palermo,1392,1254,138
14,65+ Personas mayores,FEMENINO,Motora,Palermo,1062,978,84
14,65+ Personas mayores,FEMENINO,Visceral,Palermo,168,145,23
14,65+ Personas mayores,FEMENINO,Visual,Palermo,194,174,20
14,65+ Personas mayores,MASCULINO,Auditiva,Palermo,790,754,36
14,65+ Personas mayores,MASCULINO,Mental,Palermo,250,222,28
14,65+ Personas mayores,MASCULINO,Mixta,Palermo,703,601,102
14,65+ Personas mayores,MASCULINO,Motora,Palermo,717,649,68
14,65+ Personas mayores,MASCULINO,Visceral,Palermo,219,190,29
14,65+ Personas mayores,MASCULINO,Visual,Palermo,122,115,7
15,"0-5 Primera infancia",FEMENINO,Auditiva,Villa Crespo,2,2,0
15,"0-5 Primera infancia",FEMENINO,Mental,Agronomia,2,2,0
15,"0-5 Primera infancia",FEMENINO,Mental,Chacarita,5,5,0
15,"0-5 Primera infancia",FEMENINO,Mental,Parque Chas,2,1,1
15,"0-5 Primera infancia",FEMENINO,Mental,Paternal,4,4,0
15,"0-5 Primera infancia",FEMENINO,Mental,Villa Crespo,16,16,0
15,"0-5 Primera infancia",FEMENINO,Mental,Villa Ortuzar,3,3,0
15,"0-5 Primera infancia",FEMENINO,Mixta,Agronomia,3,3,0
15,"0-5 Primera infancia",FEMENINO,Mixta,Chacarita,1,1,0
15,"0-5 Primera infancia",FEMENINO,Mixta,Parque Chas,2,2,0
15,"0-5 Primera infancia",FEMENINO,Mixta,Paternal,1,1,0
15,"0-5 Primera infancia",FEMENINO,Mixta,Villa Crespo,4,2,2
15,"0-5 Primera infancia",FEMENINO,Mixta,Villa Ortuzar,2,2,0
15,"0-5 Primera infancia",FEMENINO,Motora,Chacarita,1,1,0
15,"0-5 Primera infancia",FEMENINO,Motora,Villa Crespo,1,1,0
15,"0-5 Primera infancia",FEMENINO,Visceral,Agronomia,2,1,1
15,"0-5 Primera infancia",FEMENINO,Visceral,Villa Crespo,5,3,2
15,"0-5 Primera infancia",FEMENINO,Visceral,Villa Ortuzar,1,1,0
15,"0-5 Primera infancia",FEMENINO,Visual,Agronomia,1,1,0
15,"0-5 Primera infancia",FEMENINO,Visual,Parque Chas,1,1,0
15,"0-5 Primera infancia",FEMENINO,Visual,Villa Crespo,1,0,1
15,"0-5 Primera infancia",MASCULINO,Auditiva,Villa Crespo,5,4,1
15,"0-5 Primera infancia",MASCULINO,Auditiva,Villa Ortuzar,1,1,0
15,"0-5 Primera infancia",MASCULINO,Mental,Agronomia,2,2,0
15,"0-5 Primera infancia",MASCULINO,Mental,Chacarita,13,13,0
15,"0-5 Primera infancia",MASCULINO,Mental,Parque Chas,10,10,0
15,"0-5 Primera infancia",MASCULINO,Mental,Paternal,7,7,0
15,"0-5 Primera infancia",MASCULINO,Mental,Villa Crespo,35,33,2
15,"0-5 Primera infancia",MASCULINO,Mental,Villa Ortuzar,4,4,0
15,"0-5 Primera infancia",MASCULINO,Mixta,Agronomia,2,2,0
15,"0-5 Primera infancia",MASCULINO,Mixta,Parque Chas,1,1,0
15,"0-5 Primera infancia",MASCULINO,Mixta,Paternal,1,1,0
15,"0-5 Primera infancia",MASCULINO,Mixta,Villa Crespo,7,6,1
15,"0-5 Primera infancia",MASCULINO,Mixta,Villa Ortuzar,5,4,1
15,"0-5 Primera infancia",MASCULINO,Motora,Parque Chas,1,1,0
15,"0-5 Primera infancia",MASCULINO,Motora,Villa Crespo,1,1,0
15,"0-5 Primera infancia",MASCULINO,Visceral,Paternal,1,1,0
15,"0-5 Primera infancia",MASCULINO,Visceral,Villa Crespo,1,1,0
15,"0-5 Primera infancia",MASCULINO,Visual,Parque Chas,1,1,0
15,"0-5 Primera infancia",MASCULINO,Visual,Villa Crespo,1,1,0
15,18-64 Adulto,FEMENINO,Auditiva,Agronomia,8,8,0
15,18-64 Adulto,FEMENINO,Auditiva,Chacarita,39,38,1
15,18-64 Adulto,FEMENINO,Auditiva,Parque Chas,18,18,0
15,18-64 Adulto,FEMENINO,Auditiva,Paternal,26,24,2
15,18-64 Adulto,FEMENINO,Auditiva,Villa Crespo,89,88,1
15,18-64 Adulto,FEMENINO,Auditiva,Villa Ortuzar,23,23,0
15,18-64 Adulto,FEMENINO,Mental,Agronomia,61,57,4
15,18-64 Adulto,FEMENINO,Mental,Chacarita,91,89,2
15,18-64 Adulto,FEMENINO,Mental,Parque Chas,80,76,4
15,18-64 Adulto,FEMENINO,Mental,Paternal,102,97,5
15,18-64 Adulto,FEMENINO,Mental,Villa Crespo,295,285,10
15,18-64 Adulto,FEMENINO,Mental,Villa Ortuzar,85,81,4
15,18-64 Adulto,FEMENINO,Mixta,Agronomia,13,13,0
15,18-64 Adulto,FEMENINO,Mixta,Chacarita,33,31,2
15,18-64 Adulto,FEMENINO,Mixta,Parque Chas,18,17,1
15,18-64 Adulto,FEMENINO,Mixta,Paternal,18,17,1
15,18-64 Adulto,FEMENINO,Mixta,Villa Crespo,81,76,5
15,18-64 Adulto,FEMENINO,Mixta,Villa Ortuzar,23,23,0
15,18-64 Adulto,FEMENINO,Motora,Agronomia,32,31,1
15,18-64 Adulto,FEMENINO,Motora,Chacarita,69,66,3
15,18-64 Adulto,FEMENINO,Motora,Parque Chas,51,45,6
15,18-64 Adulto,FEMENINO,Motora,Paternal,57,51,6
15,18-64 Adulto,FEMENINO,Motora,Villa Crespo,212,203,9
15,18-64 Adulto,FEMENINO,Motora,Villa Ortuzar,50,49,1
15,18-64 Adulto,FEMENINO,Visceral,Agronomia,5,5,0
15,18-64 Adulto,FEMENINO,Visceral,Chacarita,19,19,0
15,18-64 Adulto,FEMENINO,Visceral,Parque Chas,10,9,1
15,18-64 Adulto,FEMENINO,Visceral,Paternal,13,11,2
15,18-64 Adulto,FEMENINO,Visceral,Villa Crespo,53,50,3
15,18-64 Adulto,FEMENINO,Visceral,Villa Ortuzar,11,10,1
15,18-64 Adulto,FEMENINO,Visual,Agronomia,4,3,1
15,18-64 Adulto,FEMENINO,Visual,Chacarita,19,19,0
15,18-64 Adulto,FEMENINO,Visual,Parque Chas,7,5,2
15,18-64 Adulto,FEMENINO,Visual,Paternal,15,14,1
15,18-64 Adulto,FEMENINO,Visual,Villa Crespo,33,30,3
15,18-64 Adulto,FEMENINO,Visual,Villa Ortuzar,9,9,0
15,18-64 Adulto,MASCULINO,Auditiva,Agronomia,10,10,0
15,18-64 Adulto,MASCULINO,Auditiva,Chacarita,22,21,1
15,18-64 Adulto,MASCULINO,Auditiva,Parque Chas,9,9,0
15,18-64 Adulto,MASCULINO,Auditiva,Paternal,19,18,1
15,18-64 Adulto,MASCULINO,Auditiva,Villa Crespo,81,78,3
15,18-64 Adulto,MASCULINO,Auditiva,Villa Ortuzar,21,21,0
15,18-64 Adulto,MASCULINO,Mental,Agronomia,65,62,3
15,18-64 Adulto,MASCULINO,Mental,Chacarita,148,139,9
15,18-64 Adulto,MASCULINO,Mental,Parque Chas,88,82,6
15,18-64 Adulto,MASCULINO,Mental,Paternal,115,111,4
15,18-64 Adulto,MASCULINO,Mental,Villa Crespo,391,374,17
15,18-64 Adulto,MASCULINO,Mental,Villa Ortuzar,95,94,1
15,18-64 Adulto,MASCULINO,Mixta,Agronomia,19,19,0
15,18-64 Adulto,MASCULINO,Mixta,Chacarita,39,36,3
15,18-64 Adulto,MASCULINO,Mixta,Parque Chas,16,14,2
15,18-64 Adulto,MASCULINO,Mixta,Paternal,29,28,1
15,18-64 Adulto,MASCULINO,Mixta,Villa Crespo,83,81,2
15,18-64 Adulto,MASCULINO,Mixta,Villa Ortuzar,25,24,1
15,18-64 Adulto,MASCULINO,Motora,Agronomia,31,29,2
15,18-64 Adulto,MASCULINO,Motora,Chacarita,68,66,2
15,18-64 Adulto,MASCULINO,Motora,Parque Chas,37,35,2
15,18-64 Adulto,MASCULINO,Motora,Paternal,45,44,1
15,18-64 Adulto,MASCULINO,Motora,Villa Crespo,187,172,15
15,18-64 Adulto,MASCULINO,Motora,Villa Ortuzar,47,46,1
15,18-64 Adulto,MASCULINO,Visceral,Agronomia,13,12,1
15,18-64 Adulto,MASCULINO,Visceral,Chacarita,30,28,2
15,18-64 Adulto,MASCULINO,Visceral,Parque Chas,10,8,2
15,18-64 Adulto,MASCULINO,Visceral,Paternal,32,32,0
15,18-64 Adulto,MASCULINO,Visceral,Villa Crespo,55,50,5
15,18-64 Adulto,MASCULINO,Visceral,Villa Ortuzar,17,16,1
15,18-64 Adulto,MASCULINO,Visual,Agronomia,3,1,2
15,18-64 Adulto,MASCULINO,Visual,Chacarita,13,13,0
15,18-64 Adulto,MASCULINO,Visual,Parque Chas,4,4,0
15,18-64 Adulto,MASCULINO,Visual,Paternal,7,7,0
15,18-64 Adulto,MASCULINO,Visual,Villa Crespo,39,36,3
15,18-64 Adulto,MASCULINO,Visual,Villa Ortuzar,11,11,0
15,6-17 Pediátrico,FEMENINO,Auditiva,Chacarita,4,4,0
15,6-17 Pediátrico,FEMENINO,Auditiva,Parque Chas,3,3,0
15,6-17 Pediátrico,FEMENINO,Auditiva,Paternal,3,3,0
15,6-17 Pediátrico,FEMENINO,Auditiva,Villa Crespo,10,9,1
15,6-17 Pediátrico,FEMENINO,Auditiva,Villa Ortuzar,2,2,0
15,6-17 Pediátrico,FEMENINO,Mental,Agronomia,30,28,2
15,6-17 Pediátrico,FEMENINO,Mental,Chacarita,58,57,1
15,6-17 Pediátrico,FEMENINO,Mental,Parque Chas,33,31,2
15,6-17 Pediátrico,FEMENINO,Mental,Paternal,38,37,1
15,6-17 Pediátrico,FEMENINO,Mental,Villa Crespo,132,126,6
15,6-17 Pediátrico,FEMENINO,Mental,Villa Ortuzar,41,39,2
15,6-17 Pediátrico,FEMENINO,Mixta,Agronomia,5,4,1
15,6-17 Pediátrico,FEMENINO,Mixta,Chacarita,14,14,0
15,6-17 Pediátrico,FEMENINO,Mixta,Parque Chas,4,4,0
15,6-17 Pediátrico,FEMENINO,Mixta,Paternal,3,3,0
15,6-17 Pediátrico,FEMENINO,Mixta,Villa Crespo,18,18,0
15,6-17 Pediátrico,FEMENINO,Motora,Chacarita,1,1,0
15,6-17 Pediátrico,FEMENINO,Motora,Parque Chas,2,2,0
15,6-17 Pediátrico,FEMENINO,Motora,Paternal,2,2,0
15,6-17 Pediátrico,FEMENINO,Motora,Villa Crespo,2,2,0
15,6-17 Pediátrico,FEMENINO,Motora,Villa Ortuzar,3,3,0
15,6-17 Pediátrico,FEMENINO,Visceral,Chacarita,2,2,0
15,6-17 Pediátrico,FEMENINO,Visceral,Parque Chas,1,1,0
15,6-17 Pediátrico,FEMENINO,Visceral,Paternal,1,1,0
15,6-17 Pediátrico,FEMENINO,Visceral,Villa Crespo,11,9,2
15,6-17 Pediátrico,FEMENINO,Visual,Agronomia,1,1,0
15,6-17 Pediátrico,FEMENINO,Visual,Parque Chas,1,1,0
15,6-17 Pediátrico,FEMENINO,Visual,Paternal,1,1,0
15,6-17 Pediátrico,FEMENINO,Visual,Villa Crespo,4,4,0
15,6-17 Pediátrico,FEMENINO,Visual,Villa Ortuzar,1,1,0
15,6-17 Pediátrico,MASCULINO,Auditiva,Agronomia,1,1,0
15,6-17 Pediátrico,MASCULINO,Auditiva,Chacarita,2,2,0
15,6-17 Pediátrico,MASCULINO,Auditiva,Paternal,2,2,0
15,6-17 Pediátrico,MASCULINO,Auditiva,Villa Crespo,8,8,0
15,6-17 Pediátrico,MASCULINO,Auditiva,Villa Ortuzar,5,5,0
15,6-17 Pediátrico,MASCULINO,Mental,Agronomia,50,50,0
15,6-17 Pediátrico,MASCULINO,Mental,Chacarita,133,126,7
15,6-17 Pediátrico,MASCULINO,Mental,Parque Chas,61,59,2
15,6-17 Pediátrico,MASCULINO,Mental,Paternal,104,100,4
15,6-17 Pediátrico,MASCULINO,Mental,Villa Crespo,363,344,19
15,6-17 Pediátrico,MASCULINO,Mental,Villa Ortuzar,88,80,8
15,6-17 Pediátrico,MASCULINO,Mixta,Agronomia,4,4,0
15,6-17 Pediátrico,MASCULINO,Mixta,Chacarita,16,16,0
15,6-17 Pediátrico,MASCULINO,Mixta,Parque Chas,4,4,0
15,6-17 Pediátrico,MASCULINO,Mixta,Paternal,10,10,0
15,6-17 Pediátrico,MASCULINO,Mixta,Villa Crespo,28,27,1
15,6-17 Pediátrico,MASCULINO,Mixta,Villa Ortuzar,3,3,0
15,6-17 Pediátrico,MASCULINO,Motora,Agronomia,1,1,0
15,6-17 Pediátrico,MASCULINO,Motora,Chacarita,4,4,0
15,6-17 Pediátrico,MASCULINO,Motora,Parque Chas,3,3,0
15,6-17 Pediátrico,MASCULINO,Motora,Paternal,4,4,0
15,6-17 Pediátrico,MASCULINO,Motora,Villa Crespo,9,9,0
15,6-17 Pediátrico,MASCULINO,Motora,Villa Ortuzar,6,6,0
15,6-17 Pediátrico,MASCULINO,Visceral,Agronomia,1,1,0
15,6-17 Pediátrico,MASCULINO,Visceral,Paternal,3,3,0
15,6-17 Pediátrico,MASCULINO,Visceral,Villa Crespo,6,6,0
15,6-17 Pediátrico,MASCULINO,Visceral,Villa Ortuzar,2,1,1
15,6-17 Pediátrico,MASCULINO,Visual,Chacarita,2,2,0
15,6-17 Pediátrico,MASCULINO,Visual,Villa Crespo,2,2,0
15,65+ Personas mayores,FEMENINO,Auditiva,Agronomia,42,40,2
15,65+ Personas mayores,FEMENINO,Auditiva,Chacarita,88,86,2
15,65+ Personas mayores,FEMENINO,Auditiva,Parque Chas,76,72,4
15,65+ Personas mayores,FEMENINO,Auditiva,Paternal,48,44,4
15,65+ Personas mayores,FEMENINO,Auditiva,Villa Crespo,356,343,13
15,65+ Personas mayores,FEMENINO,Auditiva,Villa Ortuzar,66,65,1
15,65+ Personas mayores,FEMENINO,Mental,Agronomia,37,31,6
15,65+ Personas mayores,FEMENINO,Mental,Chacarita,43,41,2
15,65+ Personas mayores,FEMENINO,Mental,Parque Chas,37,34,3
15,65+ Personas mayores,FEMENINO,Mental,Paternal,29,27,2
15,65+ Personas mayores,FEMENINO,Mental,Villa Crespo,199,174,25
15,65+ Personas mayores,FEMENINO,Mental,Villa Ortuzar,37,35,2
15,65+ Personas mayores,FEMENINO,Mixta,Agronomia,59,55,4
15,65+ Personas mayores,FEMENINO,Mixta,Chacarita,114,102,12
15,65+ Personas mayores,FEMENINO,Mixta,Parque Chas,83,72,11
15,65+ Personas mayores,FEMENINO,Mixta,Paternal,65,58,7
15,65+ Personas mayores,FEMENINO,Mixta,Villa Crespo,511,453,58
15,65+ Personas mayores,FEMENINO,Mixta,Villa Ortuzar,108,89,19
15,65+ Personas mayores,FEMENINO,Motora,Agronomia,60,55,5
15,65+ Personas mayores,FEMENINO,Motora,Chacarita,111,103,8
15,65+ Personas mayores,FEMENINO,Motora,Parque Chas,91,83,8
15,65+ Personas mayores,FEMENINO,Motora,Paternal,73,70,3
15,65+ Personas mayores,FEMENINO,Motora,Villa Crespo,443,405,38
15,65+ Personas mayores,FEMENINO,Motora,Villa Ortuzar,92,84,8
15,65+ Personas mayores,FEMENINO,Visceral,Agronomia,12,10,2
15,65+ Personas mayores,FEMENINO,Visceral,Chacarita,17,16,1
15,65+ Personas mayores,FEMENINO,Visceral,Parque Chas,18,18,0
15,65+ Personas mayores,FEMENINO,Visceral,Paternal,15,13,2
15,65+ Personas mayores,FEMENINO,Visceral,Villa Crespo,65,55,10
15,65+ Personas mayores,FEMENINO,Visceral,Villa Ortuzar,25,23,2
15,65+ Personas mayores,FEMENINO,Visual,Agronomia,11,11,0
15,65+ Personas mayores,FEMENINO,Visual,Chacarita,26,26,0
15,65+ Personas mayores,FEMENINO,Visual,Parque Chas,11,11,0
15,65+ Personas mayores,FEMENINO,Visual,Paternal,11,11,0
15,65+ Personas mayores,FEMENINO,Visual,Villa Crespo,84,80,4
15,65+ Personas mayores,FEMENINO,Visual,Villa Ortuzar,20,20,0
15,65+ Personas mayores,MASCULINO,Auditiva,Agronomia,41,40,1
15,65+ Personas mayores,MASCULINO,Auditiva,Chacarita,65,62,3
15,65+ Personas mayores,MASCULINO,Auditiva,Parque Chas,56,54,2
15,65+ Personas mayores,MASCULINO,Auditiva,Paternal,40,38,2
15,65+ Personas mayores,MASCULINO,Auditiva,Villa Crespo,281,265,16
15,65+ Personas mayores,MASCULINO,Auditiva,Villa Ortuzar,54,52,2
15,65+ Personas mayores,MASCULINO,Mental,Agronomia,11,11,0
15,65+ Personas mayores,MASCULINO,Mental,Chacarita,30,26,4
15,65+ Personas mayores,MASCULINO,Mental,Parque Chas,21,19,2
15,65+ Personas mayores,MASCULINO,Mental,Paternal,25,20,5
15,65+ Personas mayores,MASCULINO,Mental,Villa Crespo,88,79,9
15,65+ Personas mayores,MASCULINO,Mental,Villa Ortuzar,20,19,1
15,65+ Personas mayores,MASCULINO,Mixta,Agronomia,36,35,1
15,65+ Personas mayores,MASCULINO,Mixta,Chacarita,66,56,10
15,65+ Personas mayores,MASCULINO,Mixta,Parque Chas,54,46,8
15,65+ Personas mayores,MASCULINO,Mixta,Paternal,51,46,5
15,65+ Personas mayores,MASCULINO,Mixta,Villa Crespo,281,242,39
15,65+ Personas mayores,MASCULINO,Mixta,Villa Ortuzar,69,61,8
15,65+ Personas mayores,MASCULINO,Motora,Agronomia,41,33,8
15,65+ Personas mayores,MASCULINO,Motora,Chacarita,63,57,6
15,65+ Personas mayores,MASCULINO,Motora,Parque Chas,53,44,9
15,65+ Personas mayores,MASCULINO,Motora,Paternal,75,70,5
15,65+ Personas mayores,MASCULINO,Motora,Villa Crespo,265,245,20
15,65+ Personas mayores,MASCULINO,Motora,Villa Ortuzar,64,60,4
15,65+ Personas mayores,MASCULINO,Visceral,Agronomia,18,14,4
15,65+ Personas mayores,MASCULINO,Visceral,Chacarita,28,20,8
15,65+ Personas mayores,MASCULINO,Visceral,Parque Chas,30,26,4
15,65+ Personas mayores,MASCULINO,Visceral,Paternal,30,27,3
15,65+ Personas mayores,MASCULINO,Visceral,Villa Crespo,110,99,11
15,65+ Personas mayores,MASCULINO,Visceral,Villa Ortuzar,34,30,4
15,65+ Personas mayores,MASCULINO,Visual,Agronomia,8,8,0
15,65+ Personas mayores,MASCULINO,Visual,Chacarita,9,9,0
15,65+ Personas mayores,MASCULINO,Visual,Parque Chas,11,11,0
15,65+ Personas mayores,MASCULINO,Visual,Paternal,10,10,0
15,65+ Personas mayores,MASCULINO,Visual,Villa Crespo,54,49,5
15,65+ Personas mayores,MASCULINO,Visual,Villa Ortuzar,19,19,0
