sexo,rango_etario,comuna,barrio,estado_cud,junta_discapacidad,orientación_prestacional,tipo_orientacion_prestacional_1,tipo_orientacion_prestacional_2,tipo_orientacion_prestacional_3,tipo_orientacion_prestacional_4,otra_orientacion_prestacional,tipo_de_vivienda,alfabetizacion,cobertura_de_salud,total,cud_activos,cud_vencidos
Femenino,0-5 Primera infancia,1,Constitucion,Vencido,Mixta,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,1,Constitucion,Vigente,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Departamento,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,1,Constitucion,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Casa,No corresponde,Obra Social,2,0,0
Femenino,0-5 Primera infancia,1,Constitucion,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Obra Social,4,0,0
Femenino,0-5 Primera infancia,1,Constitucion,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Prepaga,2,0,0
Femenino,0-5 Primera infancia,1,Constitucion,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Pieza en hotel familiar o pensión,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,1,Constitucion,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Casa,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,1,Constitucion,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Casa,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,1,Constitucion,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Departamento,No corresponde,Obra Social,2,0,0
Femenino,0-5 Primera infancia,1,Constitucion,Vigente,Mixta,Con orientación prestacional,Centro educativo terapéutico,Estimulación temprana,Prestaciones de rehabilitación,Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,1,Constitucion,Vigente,Mixta,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Obra Social,2,0,0
Femenino,0-5 Primera infancia,1,Monserrat,Vigente,Mental,Con orientación prestacional,Centro educativo terapéutico,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Casa,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,1,Monserrat,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Obra Social,3,0,0
Femenino,0-5 Primera infancia,1,Monserrat,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,1,Monserrat,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Casa,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,1,Monserrat,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Departamento,No corresponde,Obra Social,5,0,0
Femenino,0-5 Primera infancia,1,Monserrat,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Departamento,No corresponde,Pública,2,0,0
Femenino,0-5 Primera infancia,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,1,Monserrat,Vigente,Motora,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,1,Retiro,Vigente,Auditiva,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Casa,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,1,Retiro,Vigente,Auditiva,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,1,Retiro,Vigente,Auditiva,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Pieza en hotel familiar o pensión,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,1,Retiro,Vigente,Mental,Con orientación prestacional,Asistencia domiciliaria,Estimulación temprana,Prestaciones de rehabilitación,Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,1,Retiro,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),,,Departamento,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,1,Retiro,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Casa,No corresponde,Pública,2,0,0
Femenino,0-5 Primera infancia,1,Retiro,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Obra Social,2,0,0
Femenino,0-5 Primera infancia,1,Retiro,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Prepaga,2,0,0
Femenino,0-5 Primera infancia,1,Retiro,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Pública,2,0,0
Femenino,0-5 Primera infancia,1,Retiro,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,1,Retiro,Vigente,Mixta,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Otro,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,1,Retiro,Vigente,Motora,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,,,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,1,San Nicolas,Vigente,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Departamento,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,1,San Nicolas,Vigente,Mental,Con orientación prestacional,Asistencia domiciliaria,Estimulación temprana,Prestaciones de rehabilitación,Transporte,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,1,San Nicolas,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Obra Social,3,0,0
Femenino,0-5 Primera infancia,1,San Nicolas,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,1,San Nicolas,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Pública,2,0,0
Femenino,0-5 Primera infancia,1,San Nicolas,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Pieza en hotel familiar o pensión,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,1,San Nicolas,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Pieza en hotel familiar o pensión,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,1,San Nicolas,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Casa,No corresponde,Obra Social,2,0,0
Femenino,0-5 Primera infancia,1,San Nicolas,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Casa,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,1,San Nicolas,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,1,San Nicolas,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Departamento,No corresponde,Pública,2,0,0
Femenino,0-5 Primera infancia,1,San Nicolas,Vigente,Mixta,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,1,San Nicolas,Vigente,Mixta,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),,,Departamento,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,1,San Telmo,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,1,San Telmo,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Casa,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,1,San Telmo,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,1,San Telmo,Vigente,Visual,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,10,Floresta,Vigente,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Casa,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,10,Floresta,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Casa,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,10,Floresta,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Casa,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,10,Floresta,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Casa,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,10,Floresta,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,10,Floresta,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,10,Floresta,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Pieza en hotel familiar o pensión,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,10,Floresta,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Casa,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,10,Floresta,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Casa,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,10,Floresta,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Departamento,No corresponde,Obra Social,2,0,0
Femenino,0-5 Primera infancia,10,Floresta,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Departamento,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,10,Floresta,Vigente,Mixta,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,Centro educativo terapéutico,Prestaciones de rehabilitación,Transporte,,Casa,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,10,Floresta,Vigente,Mixta,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,10,Floresta,Vigente,Mixta,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,10,Floresta,Vigente,Motora,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,,,,Casa,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,10,Floresta,Vigente,Motora,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,,,,Casa,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,10,Monte Castro,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Casa,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,10,Monte Castro,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,10,Monte Castro,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,10,Monte Castro,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Casa,No corresponde,Obra Social,2,0,0
Femenino,0-5 Primera infancia,10,Monte Castro,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Casa,No corresponde,Prepaga,2,0,0
Femenino,0-5 Primera infancia,10,Monte Castro,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Departamento,No corresponde,Obra Social,2,0,0
Femenino,0-5 Primera infancia,10,Monte Castro,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Departamento,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,10,Monte Castro,Vigente,Mixta,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Casa,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,10,Monte Castro,Vigente,Mixta,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Casa,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,10,Monte Castro,Vigente,Motora,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,10,Velez Sarsfield,Vigente,Auditiva,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,,,,Departamento,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,10,Velez Sarsfield,Vigente,Mental,Con orientación prestacional,Asistencia domiciliaria,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),,"Hospital, Clínica, Sanatorio",No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,10,Velez Sarsfield,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Casa,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,10,Velez Sarsfield,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Casa,No corresponde,Pública,2,0,0
Femenino,0-5 Primera infancia,10,Velez Sarsfield,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,10,Velez Sarsfield,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,10,Velez Sarsfield,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Pieza en inquilinato,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,10,Velez Sarsfield,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,10,Velez Sarsfield,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Departamento,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,10,Velez Sarsfield,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Departamento,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,10,Velez Sarsfield,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Pieza en inquilinato,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,10,Velez Sarsfield,Vigente,Mixta,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,Estimulación temprana,Prestaciones de rehabilitación,,,Departamento,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,10,Velez Sarsfield,Vigente,Mixta,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,Estimulación temprana,Prestaciones de rehabilitación,Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,10,Velez Sarsfield,Vigente,Mixta,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,10,Velez Sarsfield,Vigente,Mixta,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Transporte,,Casa,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,10,Velez Sarsfield,Vigente,Mixta,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Casa,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,10,Versalles,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,10,Villa Luro,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Casa,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,10,Villa Luro,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Casa,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,10,Villa Luro,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Obra Social,2,0,0
Femenino,0-5 Primera infancia,10,Villa Luro,Vigente,Mixta,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,,,,Casa,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,10,Villa Luro,Vigente,Mixta,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,,,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,10,Villa Luro,Vigente,Motora,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,10,Villa Real,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,10,Villa Real,Vigente,Mixta,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Casa,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,11,Villa Del Parque,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,11,Villa Del Parque,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,11,Villa Del Parque,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Pública,1,0,0
Femenino,0-5 Primera infancia,11,Villa Del Parque,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,11,Villa Del Parque,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,,Departamento,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,11,Villa Del Parque,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Estimulación temprana,Prestaciones de rehabilitación,Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,11,Villa Del Parque,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Estimulación temprana,Prestaciones de rehabilitación,Transporte,,Departamento,No corresponde,Obra Social,2,0,0
Femenino,0-5 Primera infancia,11,Villa Del Parque,Vigente,Mixta,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,Prestaciones de rehabilitación,Servicio de apoyo a la integracion escolar,Transporte,,Departamento,No corresponde,Obra Social,1,0,0
Femenino,0-5 Primera infancia,11,Villa Del Parque,Vigente,Mixta,Con orientación prestacional,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,Transporte,,Departamento,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,11,Villa Del Parque,Vigente,Motora,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Departamento,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,11,Villa Devoto,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,,,,Departamento,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,11,Villa Devoto,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Casa,No corresponde,Prepaga,1,0,0
Femenino,0-5 Primera infancia,11,Villa Devoto,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Prepaga,2,0,0
Femenino,0-5 Primera infancia,11,Villa Devoto,Vigente,Mental,Con orientación prestacional,Estimulación temprana,Prestaciones de rehabilitación,Prestaciones educativas (Inicial/EGB),Servicio de apoyo a la integracion escolar,,Departamento,No corresponde,Pública,1,0,0
