sexo,rango_etario,comuna,barrio,estado_cud,junta_discapacidad,orientación_prestacional,tipo_orientacion_prestacional_1,tipo_orientacion_prestacional_2,tipo_orientacion_prestacional_3,tipo_orientacion_prestacional_4,otra_orientacion_prestacional,tipo_de_vivienda,alfabetizacion,cobertura_de_salud,total,cud_activos,cud_vencidos
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Motora,Con orientación prestacional,Prestaciones de rehabilitación,Transporte,,,,,Alfabetizado/a,Obra Social,2,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Motora,Con orientación prestacional,Prestaciones de rehabilitación,Transporte,,,,,Alfabetizado/a,Programa Nacional y/o Provincial de Salud,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Motora,Con orientación prestacional,Prestaciones de rehabilitación,Transporte,,,,Casa,Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Motora,Con orientación prestacional,Prestaciones de rehabilitación,Transporte,,,,Departamento,Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Motora,Con orientación prestacional,Residencia,,,,,,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Motora,Sin orientación prestacional,,,,,,,Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Motora,Sin orientación prestacional,,,,,,Departamento,Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,Departamento,Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,"Hogar (para personas mayores, religiosos, para niños, niñas y adolescentes)",Alfabetizado/a,Pública,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,"Hospital, Clínica, Sanatorio",Alfabetizado/a,Programa Nacional y/o Provincial de Salud,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Asistencia domiciliaria,Prestaciones de rehabilitación,,,,Departamento,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Asistencia domiciliaria,Prestaciones de rehabilitación,,,,Departamento,Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Asistencia domiciliaria,Prestaciones de rehabilitación,Transporte,,,Departamento,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Asistencia domiciliaria,Prestaciones de rehabilitación,Transporte,,,Departamento,Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Asistencia domiciliaria,Prestaciones de rehabilitación,Transporte,,,Departamento,Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Prestaciones de rehabilitación,,,,,,Alfabetizado/a,Obra Social,2,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Prestaciones de rehabilitación,,,,,,Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Casa,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Casa,Alfabetizado/a,PAMI,2,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Departamento,Alfabetizado/a,Obra Social,2,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Departamento,Alfabetizado/a,PAMI,4,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Departamento,Alfabetizado/a,Prepaga,3,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Departamento,Alfabetizado/a,Pública,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Prestaciones de rehabilitación,Transporte,,,,Departamento,Alfabetizado/a,Obra Social,2,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Prestaciones de rehabilitación,Transporte,,,,Departamento,Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visceral,Con orientación prestacional,Prestaciones de rehabilitación,Transporte,,,,Departamento,Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visual,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,,,,,,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visual,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,,,,,,Alfabetizado/a,PAMI,4,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visual,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,,,,,,Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visual,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,,,,,Casa,Alfabetizado/a,PAMI,3,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visual,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,,,,,Departamento,Alfabetizado/a,Obra Social,3,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visual,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,,,,,Departamento,Alfabetizado/a,PAMI,13,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visual,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,,,,,Departamento,Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visual,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,,,,,Departamento,Alfabetizado/a,Programa Nacional y/o Provincial de Salud,2,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visual,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,,,,,Departamento,Alfabetizado/a,Pública,6,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visual,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,,,,,Pieza en hotel familiar o pensión,Alfabetizado/a,Programa Nacional y/o Provincial de Salud,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visual,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,,,,,Pieza en hotel familiar o pensión,No alfabetizado/a,Pública,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visual,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,Prestaciones de rehabilitación,,,,,Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visual,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,Prestaciones de rehabilitación,,,,Departamento,Alfabetizado/a,Pública,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visual,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,Prestaciones de rehabilitación,,,,Pieza en inquilinato,Alfabetizado/a,Pública,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visual,Con orientación prestacional,Prestaciones de rehabilitación,,,,,,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visual,Con orientación prestacional,Prestaciones de rehabilitación,Transporte,,,,,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Constitucion,Vigente,Visual,Sin orientación prestacional,,,,,,,Alfabetizado/a,PAMI,2,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vencido,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,Otros,,,,,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Con orientación prestacional,Hogar,Pequeño hogar,Prestaciones de rehabilitación,,,"Hogar (para personas mayores, religiosos, para niños, niñas y adolescentes)",Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,,,,,,Alfabetizado/a,Obra Social,10,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,,,,,,Alfabetizado/a,PAMI,5,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,,,,,,Alfabetizado/a,Prepaga,4,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,,,,,,Alfabetizado/a,Pública,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,,,,,,No alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Casa,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Casa,Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Departamento,Alfabetizado/a,Obra Social,34,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Departamento,Alfabetizado/a,PAMI,16,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Departamento,Alfabetizado/a,Prepaga,20,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Departamento,Alfabetizado/a,Pública,4,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Departamento,No alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,,,,,"Hogar (para personas mayores, religiosos, para niños, niñas y adolescentes)",Alfabetizado/a,Pública,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Pieza en hotel familiar o pensión,Alfabetizado/a,Pública,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Pieza en inquilinato,Alfabetizado/a,Pública,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Con orientación prestacional,Prestaciones de rehabilitación,Residencia,,,,,No alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Sin orientación prestacional,,,,,,,Alfabetizado/a,Obra Social,3,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Sin orientación prestacional,,,,,,Departamento,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Auditiva,Sin orientación prestacional,,,,,,Departamento,Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Asistencia domiciliaria,Centro de día,Hogar,Prestaciones de rehabilitación,,Departamento,No alfabetizado/a,Pública,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Asistencia domiciliaria,Centro de día,Prestaciones de rehabilitación,,,Departamento,Alfabetizado/a,Pública,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,,,Departamento,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,,,Departamento,Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,,,"Hogar (para personas mayores, religiosos, para niños, niñas y adolescentes)",Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,Departamento,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,Departamento,Alfabetizado/a,PAMI,3,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,Departamento,Alfabetizado/a,Prepaga,3,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,"Hogar (para personas mayores, religiosos, para niños, niñas y adolescentes)",Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,"Hogar (para personas mayores, religiosos, para niños, niñas y adolescentes)",Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,"Hospital, Clínica, Sanatorio",Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Asistencia domiciliaria,Prestaciones de rehabilitación,,,,Departamento,Alfabetizado/a,Obra Social,2,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Asistencia domiciliaria,Prestaciones de rehabilitación,Residencia,Transporte,,Departamento,Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Asistencia domiciliaria,Prestaciones de rehabilitación,Residencia,Transporte,,"Residencia, Hogar y Pequeño Hogar (Ley N°24.901 y Resolución Ministerial 1328/06)",Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Centro de día,Hogar,Prestaciones de rehabilitación,,,Departamento,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Centro de día,Hogar,Prestaciones de rehabilitación,,,Departamento,Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Centro de día,Prestaciones de rehabilitación,,,,Departamento,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Centro de día,Prestaciones de rehabilitación,,,,Departamento,Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Centro de día,Prestaciones de rehabilitación,,,,Departamento,Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Centro de día,Prestaciones de rehabilitación,,,,Pieza en hotel familiar o pensión,Alfabetizado/a,Pública,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Centro educativo terapéutico,Prestaciones de rehabilitación,,,,,Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Hogar,Prestaciones de rehabilitación,,,,,Alfabetizado/a,Obra Social,2,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Hogar,Prestaciones de rehabilitación,,,,,Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Hogar,Prestaciones de rehabilitación,,,,Pieza en hotel familiar o pensión,Alfabetizado/a,Programa Nacional y/o Provincial de Salud,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Hogar,Prestaciones de rehabilitación,Residencia,,,"Hogar (para personas mayores, religiosos, para niños, niñas y adolescentes)",Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Hogar,Prestaciones de rehabilitación,Transporte,,,"Hogar (para personas mayores, religiosos, para niños, niñas y adolescentes)",Alfabetizado/a,Obra Social,2,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Hogar,Prestaciones de rehabilitación,Transporte,,,"Hogar (para personas mayores, religiosos, para niños, niñas y adolescentes)",Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,,,,,,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,,,,,,Alfabetizado/a,PAMI,2,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Casa,Alfabetizado/a,Programa Nacional y/o Provincial de Salud,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Departamento,Alfabetizado/a,Obra Social,3,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Departamento,Alfabetizado/a,PAMI,6,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Departamento,Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Departamento,Alfabetizado/a,Programa Nacional y/o Provincial de Salud,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Departamento,Alfabetizado/a,Pública,3,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Pieza en hotel familiar o pensión,Alfabetizado/a,PAMI,2,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Pieza en hotel familiar o pensión,Alfabetizado/a,Programa Nacional y/o Provincial de Salud,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,,,,,Pieza en inquilinato,Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mental,Con orientación prestacional,Prestaciones de rehabilitación,Hogar,Transporte,Otros,,,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Centro de día,Hogar,Prestaciones de rehabilitación,,Casa,Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Centro de día,Hogar,Prestaciones de rehabilitación,,Departamento,Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Centro de día,Prestaciones de rehabilitación,,,Departamento,Alfabetizado/a,Obra Social,2,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Centro de rehabilitación pers. discapacidad visual,Prestaciones de rehabilitación,Transporte,,Departamento,Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,,,,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,,,"Hospital, Clínica, Sanatorio",Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,,,"Hospital, Clínica, Sanatorio",Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,Casa,Alfabetizado/a,PAMI,3,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,Departamento,Alfabetizado/a,Obra Social,12,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,Departamento,Alfabetizado/a,PAMI,9,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,Departamento,Alfabetizado/a,Prepaga,8,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,"Hogar (para personas mayores, religiosos, para niños, niñas y adolescentes)",Alfabetizado/a,Obra Social,7,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,"Hogar (para personas mayores, religiosos, para niños, niñas y adolescentes)",Alfabetizado/a,PAMI,9,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,"Hogar (para personas mayores, religiosos, para niños, niñas y adolescentes)",Alfabetizado/a,Prepaga,7,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,"Hospital, Clínica, Sanatorio",Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,"Hospital, Clínica, Sanatorio",Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Hogar,Prestaciones de rehabilitación,Transporte,,Local no construído para habitación,Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Hogar,Transporte,,,Departamento,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Prestaciones de rehabilitación,,,,Departamento,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Prestaciones de rehabilitación,,,,Departamento,Alfabetizado/a,PAMI,2,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Prestaciones de rehabilitación,,,,Departamento,Alfabetizado/a,Pública,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Prestaciones de rehabilitación,Residencia,Transporte,,,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Prestaciones de rehabilitación,Residencia,Transporte,,Departamento,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Prestaciones de rehabilitación,Residencia,Transporte,,Departamento,Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Prestaciones de rehabilitación,Transporte,,,Departamento,Alfabetizado/a,PAMI,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Asistencia domiciliaria,Prestaciones de rehabilitación,Transporte,,,Departamento,Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Centro de día,Hogar,Prestaciones de rehabilitación,,,"Hogar (para personas mayores, religiosos, para niños, niñas y adolescentes)",Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,Prestaciones de rehabilitación,,,,,Alfabetizado/a,Programa Nacional y/o Provincial de Salud,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,Prestaciones de rehabilitación,,,,Departamento,Alfabetizado/a,Obra Social,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,Prestaciones de rehabilitación,,,,Departamento,Alfabetizado/a,PAMI,2,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Centro de rehabilitación pers. discapacidad visual,Prestaciones de rehabilitación,,,,Departamento,Alfabetizado/a,Prepaga,2,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Hogar,Prestaciones de rehabilitación,,,,,Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Hogar,Prestaciones de rehabilitación,,,,"Hogar (para personas mayores, religiosos, para niños, niñas y adolescentes)",Alfabetizado/a,Prepaga,1,0,0
Femenino,65+ Personas mayores,1,Monserrat,Vigente,Mixta,Con orientación prestacional,Hogar,Prestaciones de rehabilitación,Transporte,,,,Alfabetizado/a,Obra Social,1,0,0
